customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,SeniorCitizen_label,GrupoEtario,ChurnStatus,Status_evasao
1480-BKXGA,False,Male,True,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),116.05,8404.9,Idoso,Idoso,Inativo,Inativo
1480-IVEVR,False,Male,True,True,False,35,True,True,Fiber optic,False,False,True,False,False,False,One year,True,Bank transfer (automatic),81.6,2815.25,Idoso,Idoso,Inativo,Inativo
1481-ZUWZA,True,Male,False,False,False,28,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.5,2659.4,Adulto,Adulto,Ativos,Ativos
1482-OXZSY,False,Male,False,False,False,30,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),100.4,2936.25,Adulto,Adulto,Inativo,Inativo
1485-YDHMM,False,Male,False,True,True,52,True,True,Fiber optic,False,True,False,True,False,True,Month-to-month,True,Bank transfer (automatic),93.25,4631.7,Adulto,Adulto,Inativo,Inativo
1488-PBLJN,False,Female,False,True,True,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),116.85,8477.7,Adulto,Adulto,Inativo,Inativo
1488-SYSFC,False,Male,False,True,True,31,True,False,No,False,False,False,False,False,False,Month-to-month,True,Electronic check,20.65,702.05,Adulto,Adulto,Inativo,Inativo
1492-KGETH,False,Male,False,True,True,70,True,True,DSL,True,True,True,True,False,True,One year,False,Bank transfer (automatic),78.35,5445.95,Adulto,Adulto,Inativo,Inativo
1492-QGCLU,False,Male,False,True,True,53,True,True,DSL,True,False,True,True,True,True,Month-to-month,False,Electronic check,85.7,4616.1,Adulto,Adulto,Inativo,Inativo
1493-AMTIE,True,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),20.2,20.2,Adulto,Adulto,Ativos,Ativos
1494-EJZDW,False,Female,False,True,True,10,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,20.15,220.8,Adulto,Adulto,Inativo,Inativo
1496-GGSUK,True,Female,True,False,False,1,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,25.7,25.7,Idoso,Idoso,Ativos,Ativos
1498-DQNRX,False,Female,False,True,False,29,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.85,573.05,Adulto,Adulto,Inativo,Inativo
1498-NHTLT,False,Male,False,True,True,59,True,False,DSL,True,True,True,True,True,True,Two year,True,Electronic check,86.75,5186.0,Adulto,Adulto,Inativo,Inativo
1501-SGHBW,True,Male,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.85,81.0,Adulto,Adulto,Ativos,Ativos
1502-XFCVR,True,Female,False,False,False,58,True,False,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,106.45,6145.85,Adulto,Adulto,Ativos,Ativos
1506-YJTYT,False,Male,False,True,True,45,True,True,DSL,True,True,False,True,True,False,Two year,False,Credit card (automatic),73.85,3371.0,Adulto,Adulto,Inativo,Inativo
1508-DFXCU,False,Male,False,False,False,12,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,81.45,912.0,Adulto,Adulto,Inativo,Inativo
1513-XNPPH,True,Female,False,False,False,12,True,False,Fiber optic,False,False,True,True,False,True,Month-to-month,True,Electronic check,89.4,1095.65,Adulto,Adulto,Ativos,Ativos
1518-OMDIK,False,Male,False,True,False,33,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),44.55,1462.6,Adulto,Adulto,Inativo,Inativo
1518-VOWAV,True,Female,False,False,False,9,True,False,DSL,True,True,False,False,True,True,Month-to-month,True,Electronic check,74.65,703.55,Adulto,Adulto,Ativos,Ativos
1522-VVDMG,True,Male,False,True,True,7,True,False,Fiber optic,False,True,False,True,True,False,Month-to-month,True,Electronic check,89.75,608.8,Adulto,Adulto,Ativos,Ativos
1525-LNLOJ,False,Male,False,True,True,66,True,True,DSL,False,False,True,False,True,False,Two year,True,Bank transfer (automatic),63.3,4189.7,Adulto,Adulto,Inativo,Inativo
1527-SXDPN,True,Male,False,True,True,52,True,True,Fiber optic,False,False,True,True,False,True,Two year,True,Bank transfer (automatic),96.25,4990.25,Adulto,Adulto,Ativos,Ativos
1530-ZTDOZ,False,Female,False,True,False,49,False,False,DSL,True,False,False,False,True,False,Month-to-month,False,Bank transfer (automatic),40.65,2070.75,Adulto,Adulto,Inativo,Inativo
1534-OULXE,False,Female,False,True,True,61,True,False,DSL,True,False,False,False,False,False,One year,True,Bank transfer (automatic),49.7,2961.4,Adulto,Adulto,Inativo,Inativo
1535-VTJOQ,False,Female,False,False,False,24,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.15,553.0,Adulto,Adulto,Inativo,Inativo
1536-HBSWP,False,Female,False,False,False,1,True,False,DSL,False,False,False,True,False,False,Month-to-month,True,Electronic check,49.9,49.9,Adulto,Adulto,Inativo,Inativo
1536-YHDOE,False,Male,False,True,True,17,True,True,DSL,True,False,False,True,False,False,One year,True,Mailed check,62.1,1096.65,Adulto,Adulto,Inativo,Inativo
1539-LNKHM,False,Female,False,False,False,12,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.4,266.6,Adulto,Adulto,Inativo,Inativo
1541-ETJZO,True,Male,False,False,False,1,True,True,DSL,False,False,True,True,False,False,Month-to-month,False,Mailed check,62.05,62.05,Adulto,Adulto,Ativos,Ativos
1543-LLLFT,False,Male,True,True,False,61,True,True,Fiber optic,False,True,True,True,True,False,One year,True,Mailed check,98.3,6066.55,Idoso,Idoso,Inativo,Inativo
1544-JJMYL,False,Male,False,False,False,27,True,False,DSL,True,False,True,True,True,False,One year,False,Credit card (automatic),69.35,1927.3,Adulto,Adulto,Inativo,Inativo
1545-ACTAS,False,Female,False,True,True,48,True,False,Fiber optic,True,False,True,False,True,True,One year,True,Bank transfer (automatic),99.7,4977.2,Adulto,Adulto,Inativo,Inativo
1545-JFUML,False,Male,False,True,False,71,True,True,Fiber optic,True,True,True,False,True,False,Two year,True,Electronic check,99.0,6994.6,Adulto,Adulto,Inativo,Inativo
1548-ARAGG,False,Female,False,True,True,4,True,True,DSL,False,True,False,True,False,False,Month-to-month,True,Mailed check,58.5,224.85,Adulto,Adulto,Inativo,Inativo
1548-FEHVL,False,Male,False,True,False,61,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,True,Electronic check,106.2,6375.2,Adulto,Adulto,Inativo,Inativo
1550-EENBN,False,Female,False,False,False,31,True,True,Fiber optic,True,True,False,False,True,True,Month-to-month,False,Electronic check,104.35,3205.6,Adulto,Adulto,Inativo,Inativo
1550-LOAHA,True,Female,False,True,False,32,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Bank transfer (automatic),84.15,2585.95,Adulto,Adulto,Ativos,Ativos
1552-AAGRX,False,Female,False,False,False,30,True,True,Fiber optic,True,False,False,True,True,True,Month-to-month,False,Bank transfer (automatic),106.4,3211.9,Adulto,Adulto,Inativo,Inativo
1552-CZCLL,False,Female,False,True,True,55,True,False,No,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),20.0,1087.25,Adulto,Adulto,Inativo,Inativo
1552-TKMXS,False,Female,False,True,False,42,True,False,No,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),20.35,869.9,Adulto,Adulto,Inativo,Inativo
1555-DJEQW,True,Female,False,True,True,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),114.2,7723.9,Adulto,Adulto,Ativos,Ativos
1555-HAPSU,False,Female,False,True,True,71,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),23.9,1663.5,Adulto,Adulto,Inativo,Inativo
1557-EMYVT,False,Female,False,False,False,43,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Credit card (automatic),115.05,4895.1,Adulto,Adulto,Inativo,Inativo
1559-DTODC,False,Male,False,False,False,19,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),25.15,468.35,Adulto,Adulto,Inativo,Inativo
1561-BWHIN,False,Male,False,True,True,19,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,19.8,344.5,Adulto,Adulto,Inativo,Inativo
1563-IWQEX,False,Female,False,False,False,12,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.7,220.35,Adulto,Adulto,Inativo,Inativo
1564-HJUVY,False,Male,False,False,False,4,True,False,DSL,False,True,False,True,True,False,Month-to-month,True,Bank transfer (automatic),63.75,226.2,Adulto,Adulto,Inativo,Inativo
1564-NTYXF,True,Female,True,False,False,13,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,82.0,1127.2,Idoso,Idoso,Ativos,Ativos
1565-RHDJD,True,Female,False,False,True,4,True,True,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),84.05,333.55,Adulto,Adulto,Ativos,Ativos
1567-DSCIC,True,Male,False,False,False,8,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,94.0,773.65,Adulto,Adulto,Ativos,Ativos
1568-BEKZM,False,Male,True,True,False,70,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),90.05,6333.4,Idoso,Idoso,Inativo,Inativo
1568-LJSZU,False,Male,False,True,True,68,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),92.2,6392.85,Adulto,Adulto,Inativo,Inativo
1569-TTNYJ,True,Male,False,True,False,5,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,78.75,412.1,Adulto,Adulto,Ativos,Ativos
1571-SAVHK,True,Male,False,False,False,12,True,True,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Mailed check,99.95,1132.75,Adulto,Adulto,Ativos,Ativos
1573-LGXBA,False,Male,False,True,True,57,True,False,Fiber optic,False,True,True,False,True,True,One year,True,Credit card (automatic),97.55,5598.0,Adulto,Adulto,Inativo,Inativo
1574-DYCWE,False,Female,False,True,True,51,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.95,1028.75,Adulto,Adulto,Inativo,Inativo
1575-KRZZE,False,Female,False,False,False,4,True,False,DSL,True,True,False,False,False,False,Month-to-month,False,Electronic check,55.2,220.65,Adulto,Adulto,Inativo,Inativo
1576-PFZIW,False,Male,True,True,False,70,True,False,Fiber optic,True,True,True,False,True,True,Two year,False,Credit card (automatic),105.35,7511.9,Idoso,Idoso,Inativo,Inativo
1577-HKTFG,True,Female,False,True,False,30,True,False,No,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),19.65,655.85,Adulto,Adulto,Ativos,Ativos
1579-KLYDT,True,Male,False,False,False,7,True,True,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Electronic check,90.45,593.45,Adulto,Adulto,Ativos,Ativos
1580-BMCMR,False,Male,True,False,False,19,True,False,Fiber optic,True,False,False,False,False,True,Month-to-month,True,Electronic check,87.3,1637.3,Idoso,Idoso,Inativo,Inativo
1582-RAFML,True,Male,False,False,False,1,True,True,DSL,False,True,False,True,False,False,Month-to-month,False,Mailed check,60.1,60.1,Adulto,Adulto,Ativos,Ativos
1583-IHQZE,True,Male,False,False,False,12,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Mailed check,112.95,1384.75,Adulto,Adulto,Ativos,Ativos
1585-MQSSU,True,Male,False,False,False,17,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,51.5,900.5,Adulto,Adulto,Ativos,Ativos
1587-FKLZB,True,Male,True,True,True,66,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),99.5,6822.15,Idoso,Idoso,Ativos,Ativos
1589-AGTLK,True,Male,False,False,False,3,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.35,141.5,Adulto,Adulto,Ativos,Ativos
1591-MQJTP,False,Male,True,True,False,51,True,True,Fiber optic,True,False,True,False,False,True,One year,True,Bank transfer (automatic),93.65,4839.15,Idoso,Idoso,Inativo,Inativo
1591-NFNLQ,True,Male,False,False,False,51,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Credit card (automatic),80.0,4242.35,Adulto,Adulto,Ativos,Ativos
1591-XWLGB,False,Female,False,True,False,71,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.85,1379.6,Adulto,Adulto,Inativo,Inativo
1596-BBVTG,True,Male,False,False,False,35,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),75.35,2636.05,Adulto,Adulto,Ativos,Ativos
1596-OQSPS,False,Female,False,False,False,11,True,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,51.1,531.15,Adulto,Adulto,Inativo,Inativo
1597-FZREH,True,Female,False,False,False,2,True,False,DSL,False,False,True,True,True,True,Month-to-month,False,Electronic check,76.4,160.8,Adulto,Adulto,Ativos,Ativos
1597-LHYNC,True,Female,True,False,False,26,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Electronic check,95.0,2497.2,Idoso,Idoso,Ativos,Ativos
1599-EAHXY,False,Male,False,True,True,60,True,True,No,False,False,False,False,False,False,One year,False,Credit card (automatic),23.95,1506.4,Adulto,Adulto,Inativo,Inativo
1599-MMYRQ,False,Male,False,True,True,62,True,False,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),81.45,4983.05,Adulto,Adulto,Inativo,Inativo
1600-DILPE,False,Female,False,False,False,12,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),45.0,524.35,Adulto,Adulto,Inativo,Inativo
1602-IJQQE,True,Female,False,False,False,4,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.35,338.1,Adulto,Adulto,Ativos,Ativos
1608-GMEWB,False,Male,True,False,False,45,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Bank transfer (automatic),93.9,4200.25,Idoso,Idoso,Inativo,Inativo
1612-EOHDH,True,Female,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,45.15,45.15,Adulto,Adulto,Ativos,Ativos
1614-JBEBI,False,Female,False,False,False,8,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.7,137.6,Adulto,Adulto,Inativo,Inativo
1618-CFHME,True,Female,False,False,False,2,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.9,143.35,Adulto,Adulto,Ativos,Ativos
1619-YWUBB,False,Female,False,True,False,68,True,True,No,False,False,False,False,False,False,Two year,True,Credit card (automatic),24.95,1614.9,Adulto,Adulto,Inativo,Inativo
1621-YNCJH,False,Female,False,True,False,36,True,True,Fiber optic,True,True,True,True,False,True,Two year,True,Credit card (automatic),106.05,3834.4,Adulto,Adulto,Inativo,Inativo
1622-HSHSF,False,Female,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.55,19.55,Adulto,Adulto,Inativo,Inativo
1623-NLDOT,True,Female,False,True,False,42,False,False,DSL,False,True,False,True,False,False,One year,False,Mailed check,33.55,1445.3,Adulto,Adulto,Ativos,Ativos
1624-NALOJ,True,Male,True,False,False,5,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,89.8,502.6,Idoso,Idoso,Ativos,Ativos
1624-WOIWJ,True,Female,False,False,False,10,True,False,Fiber optic,True,False,False,False,True,False,Month-to-month,True,Mailed check,84.7,832.05,Adulto,Adulto,Ativos,Ativos
1625-JAIIY,True,Female,False,True,True,68,True,True,Fiber optic,False,False,False,False,True,False,One year,True,Electronic check,83.0,5685.8,Adulto,Adulto,Ativos,Ativos
1626-ERCMM,True,Male,True,True,False,20,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,94.55,1899.65,Idoso,Idoso,Ativos,Ativos
1627-AFWVJ,False,Female,False,False,False,29,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.4,554.25,Adulto,Adulto,Inativo,Inativo
1628-BIZYP,False,Male,False,False,False,1,True,False,Fiber optic,False,True,False,False,False,True,Month-to-month,True,Electronic check,85.0,85.0,Adulto,Adulto,Inativo,Inativo
1629-DQQVB,False,Female,False,False,False,14,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),50.1,709.5,Adulto,Adulto,Inativo,Inativo
1635-FJFCC,False,Female,False,False,False,5,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),44.05,202.15,Adulto,Adulto,Inativo,Inativo
1635-HDGFT,False,Female,False,False,True,19,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,20.5,398.55,Adulto,Adulto,Inativo,Inativo
1635-NZATJ,False,Male,True,True,False,71,True,True,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),25.45,1789.65,Idoso,Idoso,Inativo,Inativo
1636-NTNCO,False,Male,True,False,False,4,False,False,DSL,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),50.95,207.35,Idoso,Idoso,Inativo,Inativo
1640-PLFMP,False,Female,False,False,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,70.25,70.25,Adulto,Adulto,Inativo,Inativo
1641-BYBTK,False,Male,False,False,True,6,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.2,98.35,Adulto,Adulto,Inativo,Inativo
1641-RQDAY,False,Female,True,True,True,32,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,100.4,3217.65,Idoso,Idoso,Inativo,Inativo
1642-HMARX,False,Female,False,True,False,68,True,True,DSL,True,True,True,True,True,True,Two year,True,Electronic check,91.7,6424.7,Adulto,Adulto,Inativo,Inativo
1644-IRKSF,True,Female,False,True,True,33,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,93.8,3124.5,Adulto,Adulto,Ativos,Ativos
1645-EFCGT,False,Male,False,True,True,72,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.4,1363.25,Adulto,Adulto,Inativo,Inativo
1656-DRSMG,False,Female,False,False,False,63,True,True,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Credit card (automatic),109.85,7002.95,Adulto,Adulto,Inativo,Inativo
1657-DYMBM,False,Male,False,True,False,53,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.9,1110.05,Adulto,Adulto,Inativo,Inativo
1658-BYGOY,True,Male,True,False,False,18,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.45,1752.55,Idoso,Idoso,Ativos,Ativos
1658-TJVOA,False,Female,True,False,False,6,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,74.1,450.9,Idoso,Idoso,Inativo,Inativo
1658-XUHBX,False,Female,True,True,True,59,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),88.75,5348.65,Idoso,Idoso,Inativo,Inativo
1660-HSOOQ,True,Male,False,False,False,1,True,False,DSL,False,False,True,False,False,False,Month-to-month,True,Mailed check,49.65,49.65,Adulto,Adulto,Ativos,Ativos
1661-CZBAU,False,Male,False,False,False,48,True,True,DSL,True,False,False,True,False,True,One year,True,Bank transfer (automatic),70.95,3629.2,Adulto,Adulto,Inativo,Inativo
1663-MHLHE,False,Male,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.2,19.2,Adulto,Adulto,Inativo,Inativo
1666-JXLKU,False,Female,False,False,False,37,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.05,3810.55,Adulto,Adulto,Inativo,Inativo
1666-JZPZT,False,Male,False,False,False,27,True,True,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,49.0,1291.35,Adulto,Adulto,Inativo,Inativo
1670-SVOWZ,True,Female,False,True,True,14,True,False,Fiber optic,False,True,False,True,False,True,Month-to-month,True,Credit card (automatic),89.65,1208.35,Adulto,Adulto,Ativos,Ativos
1676-BZZYV,False,Male,False,True,True,55,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,19.5,1026.35,Adulto,Adulto,Inativo,Inativo
1676-MQAOA,False,Male,False,False,False,72,True,False,DSL,True,True,True,True,True,False,Two year,True,Bank transfer (automatic),75.1,5336.35,Adulto,Adulto,Inativo,Inativo
1678-FYZOW,True,Female,False,False,False,3,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,79.4,244.65,Adulto,Adulto,Ativos,Ativos
1679-JRFBR,False,Female,False,True,True,70,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),108.15,7930.55,Adulto,Adulto,Inativo,Inativo
1680-VDCWW,False,Male,False,True,False,12,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),19.8,202.25,Adulto,Adulto,Inativo,Inativo
1682-VCOIO,False,Male,False,False,False,23,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.45,481.1,Adulto,Adulto,Inativo,Inativo
1684-FLBGS,False,Female,False,True,True,23,True,True,DSL,False,True,False,True,True,False,Month-to-month,True,Credit card (automatic),69.5,1652.1,Adulto,Adulto,Inativo,Inativo
1685-BQULA,False,Female,False,False,False,40,True,True,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Bank transfer (automatic),93.4,3756.4,Adulto,Adulto,Inativo,Inativo
1685-VAYJF,False,Male,False,False,False,11,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Credit card (automatic),45.2,492.0,Adulto,Adulto,Inativo,Inativo
1686-STUHN,False,Male,False,False,False,42,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),19.8,849.9,Adulto,Adulto,Inativo,Inativo
1689-MRZQR,True,Male,False,True,True,34,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Electronic check,78.3,2564.3,Adulto,Adulto,Ativos,Ativos
1689-YQBYY,False,Female,False,False,True,12,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.6,893.0,Adulto,Adulto,Inativo,Inativo
1696-HXOWK,False,Female,False,True,False,71,True,True,Fiber optic,True,True,False,False,True,False,One year,False,Mailed check,95.65,6856.95,Adulto,Adulto,Inativo,Inativo
1696-MZVAU,False,Male,False,True,True,39,False,False,DSL,False,False,False,False,False,False,One year,True,Credit card (automatic),25.25,947.75,Adulto,Adulto,Inativo,Inativo
1697-BCSHV,False,Female,False,True,True,58,True,True,DSL,False,True,False,False,True,False,Month-to-month,True,Bank transfer (automatic),66.8,3970.4,Adulto,Adulto,Inativo,Inativo
1697-LYYYX,False,Female,False,True,True,61,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),19.1,1143.8,Adulto,Adulto,Inativo,Inativo
1697-NVVGY,False,Male,True,True,False,19,True,False,DSL,True,False,True,False,True,False,Month-to-month,False,Bank transfer (automatic),66.4,1286.05,Idoso,Idoso,Inativo,Inativo
1698-XFZCI,False,Male,False,False,False,61,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Electronic check,107.75,6521.9,Adulto,Adulto,Inativo,Inativo
1699-HPSBG,True,Male,False,False,False,12,True,False,DSL,False,False,False,True,True,False,One year,True,Electronic check,59.8,727.8,Adulto,Adulto,Ativos,Ativos
1699-TLDLZ,False,Female,False,True,True,16,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.7,301.55,Adulto,Adulto,Inativo,Inativo
1699-UOTXU,False,Male,False,False,False,60,True,False,DSL,True,True,True,False,False,False,Two year,False,Electronic check,61.4,3638.25,Adulto,Adulto,Inativo,Inativo
1702-CCFNJ,False,Male,False,True,False,52,True,True,DSL,False,True,False,True,False,False,Month-to-month,False,Bank transfer (automatic),61.35,3169.55,Adulto,Adulto,Inativo,Inativo
1703-MGIAB,False,Female,False,False,False,17,True,True,DSL,False,False,True,True,True,False,Month-to-month,True,Mailed check,69.0,1108.0,Adulto,Adulto,Inativo,Inativo
1704-NRWYE,True,Female,True,False,False,9,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Electronic check,80.85,751.65,Idoso,Idoso,Ativos,Ativos
1705-GUHPV,False,Female,False,False,False,63,True,True,No,False,False,False,False,False,False,Two year,False,Mailed check,24.2,1618.2,Adulto,Adulto,Inativo,Inativo
1707-HABPF,False,Female,True,False,False,46,True,False,Fiber optic,False,True,True,False,True,False,One year,True,Bank transfer (automatic),91.3,4126.35,Idoso,Idoso,Inativo,Inativo
1708-PBBOA,False,Female,False,False,False,42,False,False,DSL,True,True,True,True,False,True,One year,True,Electronic check,54.75,2348.45,Adulto,Adulto,Inativo,Inativo
1709-EJDOX,False,Female,False,True,True,47,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.75,948.9,Adulto,Adulto,Inativo,Inativo
1710-RCXUS,False,Male,False,True,False,51,True,True,Fiber optic,False,True,False,False,False,True,One year,True,Credit card (automatic),90.35,4614.55,Adulto,Adulto,Inativo,Inativo
1716-LSAMB,False,Male,False,True,True,45,True,False,DSL,True,False,False,True,False,False,Two year,False,Bank transfer (automatic),54.65,2553.7,Adulto,Adulto,Inativo,Inativo
1722-LDZJS,False,Male,False,True,True,53,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),20.2,1068.15,Adulto,Adulto,Inativo,Inativo
1723-HKXJQ,True,Male,False,False,False,42,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Electronic check,101.75,4273.45,Adulto,Adulto,Ativos,Ativos
1724-BQUHA,True,Male,True,False,False,5,True,False,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,89.5,477.7,Idoso,Idoso,Ativos,Ativos
1724-IQWNM,False,Male,False,False,True,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.3,19.3,Adulto,Adulto,Inativo,Inativo
1725-IQNIY,True,Male,False,True,False,54,True,False,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),109.75,6110.2,Adulto,Adulto,Ativos,Ativos
1725-MIMXW,True,Male,False,False,True,1,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,19.45,19.45,Adulto,Adulto,Ativos,Ativos
1728-BQDMA,False,Female,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.45,82.7,Adulto,Adulto,Inativo,Inativo
1728-CXQBE,False,Male,True,True,False,64,True,True,Fiber optic,False,True,True,False,False,True,Month-to-month,True,Electronic check,94.25,6081.4,Idoso,Idoso,Inativo,Inativo
1729-VLAZJ,False,Female,False,False,True,10,False,False,DSL,True,True,False,True,False,False,One year,False,Mailed check,40.25,411.45,Adulto,Adulto,Inativo,Inativo
1730-VFMWO,False,Female,False,True,False,34,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Bank transfer (automatic),50.2,1815.3,Adulto,Adulto,Inativo,Inativo
1730-ZMAME,False,Female,True,False,False,32,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.5,2665.0,Idoso,Idoso,Inativo,Inativo
1731-TVIUK,True,Female,False,False,False,4,True,True,Fiber optic,False,True,False,True,False,True,Month-to-month,True,Electronic check,93.5,362.2,Adulto,Adulto,Ativos,Ativos
1732-FEKLD,False,Female,False,False,False,54,True,True,Fiber optic,False,True,True,False,True,False,One year,True,Bank transfer (automatic),94.75,5121.75,Adulto,Adulto,Inativo,Inativo
1732-VHUBQ,True,Female,True,True,True,47,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),70.55,3309.25,Idoso,Idoso,Ativos,Ativos
